provider number,hospital name,address1,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
10067,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,91%,130 patients,AL_PN-5C
10068,RIVERVIEW MEDICAL CENTER,789 RIVERVIEW STREET,RIVERVIEW,AL,35642,MORGAN,2567736513,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,45%,2 patients,AL_AMI-7A
10050,GREEN BAY MEDICAL CENTER,123 GREEN BAY STREET,GREEN BAY,MI,48501,GRAND LAKE,2565550123,Acute Care Hospitals,Proprietary,Yes,Diabetic Retinopathy,DR-7A,Diabetic Retinopathy Patients Receiving Anti-VEGF Therapy Within 24 Hours Of Diagnosis,82%,15 patients,MI_DR-7A
10051,HIGHLAND MEDICAL CENTER,456 HIGHLAND AVENUE,HIGHLAND,MI,48502,GRAND LAKE,2565550124,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days Of Diagnosis,93%,22 patients,MI_OA-5B
10052,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,MI,48503,GRAND LAKE,2565550125,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 48 Hours Of Diagnosis,78%,18 patients,MI_DEP-6C
10058,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,82%,12 patients,AL_SCIP-CARD-2
10053,MIDLAND MEDICAL CENTER,101 MIDLAND AVENUE,MIDLAND,MI,48504,GRAND LAKE,2565550126,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-4D,Chronic Kidney Disease Patients Receiving Dialysis Within 30 Days Of Diagnosis,65%,12 patients,MI_CKD-4D
10054,WILSON MEDICAL CENTER,202 WILSON STREET,WILSON,MI,48505,GRAND LAKE,2565550127,Acute Care Hospitals,Proprietary,Yes,Cancer,CAN-7E,Cancer Patients Receiving Chemotherapy Within 24 Hours Of Diagnosis,88%,2 paxienxs,MI_CAN-7E
10055,HIGHLAND MEDICAL CENTER,456 HIGHLAND AVENUE,HIGHLAND,MI,48502,GRAND LAKE,2565550124,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days Of Diagnosis,93%,22 patients,MI_OA-5B
10056,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,MI,48503,GRAND LAKE,2565550125,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 48 Hours Of Diagnosis,78%,18 patients,MI_DEP-6C
10057,MIDLAND MEDICAL CENTER,101 MIDLAND AVENUE,MIDLAND,MI,48504,GRAND LAKE,2565550126,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-4D,Chronic Kidney Disease Patients Receiving Dialysis Within 30 Days Of Diagnosis,65%,12 patients,MI_CKD-4D
10059,HIGHLAND MEDICAL CENTER,456 HIGHLAND AVENUE,HIGHLAND,MI,48502,GRAND LAKE,2565550124,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days Of Diagnosis,93%,22 patients,MI_OA-5B
10060,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,MI,48503,GRAND LAKE,2565550125,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 48 Hours Of Diagnosis,78%,18 patients,MI_DEP-6C
10061,MIDLAND MEDICAL CENTER,101 MIDLAND AVENUE,MIDLAND,MI,48504,GRAND LAKE,2565550126,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-4D,Chronic Kidney Disease Patients Receiving Dialysis Within 30 Days Of Diagnosis,65%,12 patients,MI_CKD-4D
10062,WILSON MEDICAL CENTER,202 WILSON STREET,WILSON,MI,48505,GRAND LAKE,2565550127,Acute Care Hospitals,Proprietary,Yes,Cancer,CAN-7E,Cancer Patients Receiving Chemotherapy Within 24 Hours Of Diagnosis,88%,25 patients,MI_CAN-7E
10059,HIGHLAND MEDICAL CENTER,123 HIGHLAND AVENUE,HIGHLAND,AL,35630,LAUDERDALE,2567688401,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,88%,8 patients,AL_AMI-5
10063,HIGHLAND MEDICAL CENTER,456 HIGHLAND AVENUE,HIGHLAND,MI,48502,GRAND LAKE,2565550124,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days Of Diagnosis,93%,22 patients,MI_OA-5B
10064,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,MI,48503,GRAND LAKE,2565550125,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 48 Hours Of Diagnosis,78%,18 patients,MI_DEP-6C
10065,MIDLAND MEDICAL CENTER,101 MIDLAND AVENUE,MIDLAND,MI,48504,GRAND LAKE,2565550126,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-4D,Chronic Kidney Disease Patients Receiving Dialysis Within 30 Days Of Diagnosis,65%,12 patients,MI_CKD-4D
10065,MIDLAND MEDICAL CENTER,101 MIDLAND AVENUE,MIDLAND,MI,48504,GRAND LAKE,2565550126,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-4D,Chronic Kidney Disease Patients Receiving Dialysis Within 30 Days Of Diagnosis,65%,12 patients,MI_CKD-4D
10066,WILSON MEDICAL CENTER,202 WILSON STREET,WILSON,MI,48505,GRAND LAKE,2565550127,Acute Care Hospitals,Proprietary,Yes,Cancer,CAN-7E,Cancer Patients Receiving Chemotherapy Within 24 Hours Of Diagnosis,88%,20 patients,MI_CAN-7E
10067,HIGHLAND MEDICAL CENTER,456 HIGHLAND AVENUE,HIGHLAND,MI,48502,GRAND LAKE,2565550124,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5B,Osteoarthritis Patients Receiving Physical Therapy Within 7 Days Of Diagnosis,93%,22 patients,MI_OA-5B
10068,WATERFORD MEDICAL CENTER,789 WATERFORD STREET,WATERFORD,MI,48503,GRAND LAKE,2565550125,Acute Care Hospitals,Proprietary,Yes,Depression,DEP-6C,Depression Patients Receiving Antidepressant Medication Within 48 Hours Of Diagnosis,78%,25 patients,AL_DEP-6C
10069,MIDLAND MEDICAL CENTER,101 MIDLAND AVENUE,MIDLAND,MI,48504,GRAND LAKE,2565550126,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-4D,Chronic Kidney Disease Patients Receiving Dialysis Within 30 Days Of Diagnosis,65%,12 patients,MI_CKD-4D
10050,GREENBRIER HEALTH CENTER,123 GREENBRIER DRIVE,GREENBRIER,AL,35645,MORGAN,2567736512,Acute Care Hospitals,Proprietary,Yes,Diabetic Complication,DM-7A,Diabetic Patients Receiving Insulin Within 24 Hours of Admission,82%,15 patients,AL_DM-7A
10051,HIGHLAND HEALTH CENTER,456 HIGHLAND STREET,HIGHLAND,AL,35646,MORGAN,2567736513,Acute Care Hospitals,Proprietary,Yes,Osteoarthritis,OA-5C,Osteoarthritis Patients Receiving NSAIDs Within 48 Hours of Admission,78%,12 patients,AL_OA-5C
10052,WATERFORD HEALTH CENTER,789 WATERFORD AVENUE,WATERFORD,AL,35647,MORGAN,2567736514,Acute Care Hospitals,Proprietary,Yes,Chronic Kidney Disease,CKD-7A,Chronic Kidney Disease Patients Receiving Dialysis Within 72 Hours of Admission,65%,8 patients,AL_CKD-7A
