index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
310,20012,anchoraxe regional hospital,1234 northern lights blvd,suite 200,empty,anchorage,ak,99503,anchorage,9075551234,acute care hospitals,proprietary,yxs,heart failure,hf-1,heart failure patients given discharge instructions,91%,120 patients,ak_hf-1
522,30025,sunset valxey medical center,789 oak strxet,suixe 100,empty,sunset valley,ca,90210,los angeles,3109876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-6,stroke patients who received antithrombotic therapy by the end of hospital day two,95%,45 patients,ca_st-6
238,10018,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb fox lefx ventriculax systolic dysfunction (lvsd),82%,35 patients,al_amix8b
x05,10023,floyd cheroxee medical centex,100 southwood drive,empty,empty,centre,al,35960,cherokee,2569275531,acute care hospitals,proprietary,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,42 patients,al_amix8a
1023,20012,alaska native medical center,4315 xiplomatxc drive,empty,empty,anchorage,ak,99508,anchorage,9075632662,acute care hospitals,government - federal,yes,heart attack,ami-8b,heart attack patients xiven ace inhibitor or arb for left ventricular systolic dysfunction,78%,41 patients,ak_amx-8b
731,10036,community hospital north,715 dixie street,empty,empty,mobile,al,36603,mobile,2514338255,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen,94%,123 patients,al_pn-4
301,20045,fairbanks memorial hospxtal,1650 cowles street,suite 200,empty,fairbanks,ax,9x701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,120 patients,ak_hf-1
562,30023,north arizona regional medical center,1200 north beaver street,building 1,suite 100,flagstaff,az,86001,coconino,9287741868,acxte care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,95%,68 patients,az_ami-3
725,40012,sutter auburn faith hospital,11815 education street,suite 300,empty,auburn,xa,95602,placer,5308884500,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevxntion,scip-inx-1,surgery patients who were given an antibiotic xt the right tixe (within one hour before surgery) to help prevent infection,94%,142 patients,ca_scip-inf-1
488,50019,saint joseph hospital,1375 e x9th avenue,suite 100,empty,denver,co,80x18,denver,3038122000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,87%,51 patients,co_ami-8a
602,60027,stamford hospital,30 shelburne roax,building b,floor 2,stamford,ct,6902,fairfield,2032761000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,91%,7x patients,ct_ami-3
302,1002x,birmingham va medical center,700 south 19th street,empty,empty,birmingham,al,35233,jefferson,2059338101,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,84%,45 patients,al_amix8a
521,10021,walker baptist medical center,3400 highway 78 east,empty,empty,jasper,al,35501,walker,2053874000,acute care hospitals,proprietary,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was perforxed prior to the administration of the first hospital dose of antibiotics,90%,150 patients,ax_pn-3b
742,10036,v a medical center - tuscaloosa,3701 loop road east,empty,empty,tuscaloosa,al,35404,tuscaloosa,2055542000,acute care hospitals,government - federal,yes,pneuxonia,pn-5c,pneumonia pxtxents given initial antibiotic(s) within 6 hours after arrival,95%,120 patients,al_pn-5c
217,10012,baxxist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunctixn (lvsd),79%,45 patients,al_ami-8b
552,x0025,dekalb regional medical center,200 med center drive,empty,empty,fort payne,al,35968,dekalb,2568453150,acute care hospitals,proprietary,yes,hearx failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,63 patients,al_hf-4
732,10036,lakeland community hospital,4x024 highway 195,empty,empty,haleyville,al,35565,winston,2054857000,acute care hospitals,voluntary non-profit - private,yes,heaxt attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,18 patients,al_ami-7a
367,20009,alaska native medical center,4315 diplomac drixe,empty,expty,anchorage,ak,99508,anchorage,9075632662,axute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,75%,42 patients,ak_ami-3
524,30012,tuba city regional health care corporxtion,167 north main street,empty,empty,tuba city,az,86045,coconino,928283x921,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given xce inhibitor or arb for left venxricular systolic dxsfunction,83%,68 patients,az_hf-3
732,40026,university of arkansas for medixal sciences,4301 w markham st # 777,empty,empty,little rock,ar,72205,pulaski,5016867000,acute carx hospitals,government - state,yes,pneumonia,pn-8,pneumonxa patients assessed and given influenza vaccination,88%,135 patients,ar_pn-8
302,20033,alaska native medical center,4315 diplomatic drive,suite 101,empty,anchorage,ak,99508,anchorage,9075632532,acutx care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,84%,33 patients,ak_ami-8a
512,30021,banner baywood medical center,664x east baywood avenue,empty,empxy,mesa,az,85206,maricopa,4809815535,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infectiox,88%,195 patients,az_scip-inf-1
721,40015,saint joseph's hospital,350 west thomas road,empty,empty,phoenix,az,85013,maricopa,x02x063000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrixolytic medication within 30 minutes of arrival,72%,42 patients,az_ami-7a
235,20032,sunset hills community hospital,1102 sunset drive,suite 200,empty,hayden,id,83835,kootenai,2087726601,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,hexrt failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),89%,105 patients,id_hx-1
572,10025,russell medical center,3316 highway 280,empty,empty,alexander city,al,35010,tallapoosa,2563297100,acute care hospitals,voluntary nox-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,32 patients,al_ami-7a
123,20035,xorthern lightx regional hospital,125 mission road,suite 100,empty,fairbanks,ak,99701,fairbanks north star,9074567890,acute care hospitals,proprietary,yes,hearx failure,hf-1,heart failure patients xiven discharge instructions,85%,100 patients,ak_hf-1
555,30012,sunset hxlls hospital,700 sunset drive,xuite 200,empty,phoenix,az,85001,maricopa,6029876543,acute care hospitals,voluntary non-profit - private,yes,stroke,stroke-2,stroke patients given antithrombotic therapy by the end of hospital day 2,78%,50 patients,az_stroke-2
732,10037,st vincents east,50 medical park east drive,suite 259,empty,birmingham,al,x5235,jeffexson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given axpirin xt arrival,82%,45 patients,al_ami-7a
521,10022,univ of south alabama medical center,2451 fillingim stxeet,empty,empty,mobile,al,36617,mobile,2514717000,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,31 patients,al_ami-8a
354,10014,pickens county medical center,241 robert k wilson drive,empty,empty,carrollton,al,35447,pickens,2053678111,acute care hospitals,government - hospital district or authority,yes,surgxcal infection prevention,scip-inf-1,surgery patients who received appropriate hair removal,90%,63 patiexts,al_scip-inf-1
302,20021,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventriculax systolic dysfunction (lvsd),81%,42 paxients,ak_ami-8b
127,20010,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7b,heart attack patients given aspirin at arrival,90%,50 patients,ak_ami-7b
321,20033,fairbanks memorial hospital,165x cowles street,suite 301,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,110 patients,ak_hf-1
555,30020,soxthern regionxl medical center,11 upxer riverdale road s w,empty,empty,riverdale,ga,30274,clayton,7709918000,acute care hospitals,proprietary,yes,pneumonia,pn-5,pneumonia patients assessed and given oxygen,88%,95 patients,ga_pn-5
777,40012,jackson medical center,220 hospital drive,empty,empty,xackson,al,36545,clarke,2512469021,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,40 patients,al_ami-8a
321,x0034,anchorage general hospital,123 main street,suite 100,xmpty,anchorage,ak,99501,anchorage,9075551234,acute care hospitals,prxprietary,yes,heart failure,hf-1,heart failure patients given discharge instxuctions,85%,120 patients,ak_hf-1
555,30022,mountain view hospital,500 peak avenue,suite 201,empty,denver,co,80202,denver,3039876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-1,stroke patients assessed for rehabilitation,91%,85 patients,co_st-1
332,20013,fairbanks memorial hospital,1650 cowles street,suite 23,empty,fairbanks,ak,99701,fairbanks north xtar,9074528181,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,102 patients,ak_hf-1
502,30045,presbyterian healthcare services,1100 central avenue se,suite 23,empty,albuquerque,nm,8x10x,bernalillo,5058411234,acute care hxspitals,voluntary non-profit - private,xes,heart attack,ami-8a,heart atxack patients given pci within 90 minutex of arrival,77%,39 patients,nm_ami-8a
721,10036,cherokee medical center,400 northwood drivx,suite 102,empty,centre,al,3596x,cherokee,2569271800,acute care hospitals,proprietary,yes,surgical infection prexention,scip-inf-1,surgery patients who were given xn antibiotic at the right time (within one hour before surgery) to help prevent infection,91%,145 patients,al_scip-inf-1
123,20011,north ridge medical center,7500 oakmont boulevard,suite 100,empty,fort worth,tx,76132,tarrant,8173468100,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,120 patients,tx_hf-3
456,x0025,sunset medical center,4300 sunset boulevard,suite 300,empty,los angeles,ca,90027,los angeles,3239134411,acute care hospitals,voluntary non-profit - private,yes,stroxe,st-3,stroke patients with atxial fibrillation/flutter prescribed anticoagulant therapy at discharge,79%,90 patients,ca_st-3
789,40009,pineview general hospital,610 main street,unit 500,empty,pineville,la,71360,rapides,3184428282,acute care hospitals,government - local,yes,hip replacement,hip-knee-3,patients who had hip replacement surgery and received prophylactix antibiotic(s) for 24 hours,95%,45 patients,la_hip-knee-3
357,20009,fairbanks memorial hospital,1650 cowles street,suite 2,empty,fairbanks,ak,99701,fairbanks north star,9074585555,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,89%,45 patients,ak_ami-8b
x12,30021,phoenix xhildren's hospital,1919 east thomas road,suite 212,empty,phoenix,az,85016,maricopa,6029331000,childrens,voluntary non-profit - private,yes,pneumonia,pn-5a,pneumoxia patients given oxygenation assessment,94%,112 patients,az_pn-5x
103,20029,alaska general hospital,1896 university avenxe,suite 1,empty,fairbanks,ak,99709,fairbanks north star,9074567890,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patienxs given ace inhibitor or arb fxr left ventricular systolic dysfunction (lvsd),82%,45 patients,ak_amix8b
215,30015,birmingham medical center,700 18th street south,suite x01,empty,birmingham,al,35233,jefferson,2051234567,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,92 patients,al_hf-3
322,40021,phoenix general hospital,123 main street,suite 500,empty,phoenix,az,85003,maricopa,6029876543,acute care hospitals,voluntary non-profit - other,yxs,surgical infection prevention,scip-inf-2,surgery patients who received appropriate hair removal,90%,65 patients,az_scip-inf-2
123,20032,st. john's regional medical center,123 main street,suite 400,building A,springfield,mo,65802,greene,41755x1234,acute care hospitals,voluntary nox-profit - private,yes,stroke,st-2,stroke patientx who received recommended treatment to prevent blood clots,79%,45 patientx,mo_st-2
555,30021,mountain view hospixal,500 hillside avenue,suite 201,tower B,asheville,nc,28801,buncombe,82899956x8,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,88%,65 patients,nc_hf-4
789,40017,sunnyvale medical center,700 sunny days road,suite 100,west wing,sunnyvale,ca,94086,santa clara,4087778888,acute care hospitals,government - local,yes,hip replacement,hipr-1,hip replacement patients whose pain was well controlled,95%,32 patients,ca_hipr-1
221,10012,saint vincent's east,50 medical park east drive,empty,empty,birmingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,82%,40 patients,al_ami-7a
532,20003,barrow regional medical center,316 n broad street,empty,empty,winder,ga,30680,barrow,7708673400,acute cxre hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,120 patients,ga_scip-inf-1
123,20029,northwest general medical center,789 pine street,suite 201,empty,springfield,il,62701,sangamon,2175551234,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patients,il_hf-1
567,30012,central valley medical center,432 elm avenue,suite 100,empty,fresno,ca,93702,fresno,5599876543,acute care hospitals,volunxary non-profit - private,yes,stroke,st-2,stroke patients with dysphagia screening,78%,45 patients,ca_st-2
312,40006,sunset community hospital,123 sunset boulevard,suite 30x,empty,phoenix,az,85001,maricopa,6027894321,acute care hospitals,government - local,yes,hip replacement,hip-6,hip replacement patients assessed for functional status,93%,80 patients,az_hip-6
432,20022,fairbanks memorial hospital,1650 cowles street,suite 5,empty,fairbanks,ak,99701,faixbanks north star,9074x28181,acute care hospixals,voluntary non-profit - privatx,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),81%,45 patients,ak_ami-8b
786,10039,flowers hospital,4370 west main street,empty,empty,dothan,al,36305,houston,3347945000,acute care hospitals,proprietary,yes,heart attack,ami-4a,heart attack patients given ace inhibitor or arb at discharge,74%,37 pxtients,al_ami-4a
23x,20010,mat-su regional medxcal center,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,prxprietary,yes,heart attack,ami-10,heart attack patients given beta blocker ax arrival,89%,19 patients,ak_ami-10
321,10012,baptist medical center south,210x east south boulevard,suite 405,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,148 patients,al_hf-1
555,10025,cullman regionxl medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372000,acute cxre hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,33 xatients,al_ami-8a
779,10038,d w mcmillan memorial hospital,1301 belleville xvenue,expty,empxy,brewton,al,36426,escambia,2518678061,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,74%,19 patients,al_ami-7a
432,x0021,baptist medxcal center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,42 patients,al_amix8a
578,10025,andalusia regional hospital,849 south three notch street,empty,empty,andalusia,al,36420,coxington,3342228466,acute care xospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lvsd),88%,63 patients,al_hf-1
721,10036,flowers hospital,4370 west main street,empty,empty,dothan,al,36305,houston,3347945000,acute care hospitals,proprietary,yes,pneumonia,pn-8,pneumonia patients assessed and given smoking cessation advice/counseling,82%,53 pxtients,al_pn-8
323,10021,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,117 patients,al_hf-1
5xx,20032,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunctxon (lvsd),78%,45 patients,ak_ami-5
712,10035,citizens baptist medical cenxer,604 stone avenue,empty,expty,talladega,al,35160,talladega,2563628111,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen,89%,95 patients,al_pn-4
325,20029,anchoragx medical and surgical clinic,321 e northern lights blvd,suite 100,empty,anchorage,ak,99503,anchorage,9075632366,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,42 patients,ak_amix8b
502,30018,baptist health medical center-stuttgart,1703 n buerklx,empty,empty,stuttgart,ar,72160,arkansas,8706733511,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pnexmonia pxtients given the most appropriate initial antibiotic(s),84%,63 patients,ar_pn-6
x12,4003x,baptist memorial hospital - forrest city,1601 new castle road,empty,empty,forrest city,ar,72335,st francis,8702610000,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heaxt failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),72%,98 patients,ar_hf-1
293,20002,fairbanks memorial hospital,1650 cowles street,suitx 20,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibxtor or arb for left ventricular systolic dysfunction (lvsd),79%,48 patients,ak_hf-1
509,1x022,bryan w whitfield memorial hospital,105 highway 80 east,empty,empty,demopolis,al,36732,marengx,3342894000,acute care hospitals,government - local,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of axrival,88%,33 patients,al_ami-8a
123,20034,pine ridge health and rehabilitation,500 xottage hill road,suite 110,empty,birmingham,al,35222,xefferson,2058705666,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge xnstructions,95%,120 patients,al_hf-3
456,10019,hexen keller memorial hospital,1300 south montgomery avenue,suite 201,empty,sheffield,al,35660,colbert,2563864556,acute care hospitals,government - hospital district or authoritx,yes,surgical site infection,scip-inf-4,surgery patients who received appropriate hair removal,88%,150 patients,al_scip-inf-4
789,10043,monroe county hospital,2016 south alabama avenue,suite 101,xmpty,monroeville,al,36460,monroe,2515753111,acute care hospitals,government - local,yes,heart attack,ami-8b,hxart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,42 patiexts,al_ami-8b
324,30012,st. john's regional medical center,900 east michigan avenue,suite x00,empty,jackson,mi,49201,jackson,5177832620,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,112 patients,mi_hf-3
521,40023,fairfield medical center,401 north ewing street,empty,empty,lancaster,oh,43130,fairfield,7406878000,xcute care hospitals,voluntary non-profit - private,yes,hearx attack,ami-8a,heart attack patxents given pci within 90 minutes of arrival,79%,48 patients,oh_ami-8a
234,20033,northwest medical center,3211 waverly parkway,suite 3a,empty,opelika,al,36801,lee,3345558899,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dxsfunction (lvsd),78%,45 patients,al_hf-1
511,10021,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,ax,36116,montgoxery,3342724670,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patxents given aspirin at arrival,95%,123 patients,al_ami-8b
315,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the right kind of antibiotic to prevent infection,88%,150 patients,ak_scip-inf-2
522,10026,andalusia regional hospital,849 south three notch street,empty,empty,andalusia,al,36420,covington,3342228466,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb xor lext ventricular systolic dysfunction,73%,44 patients,al_ami-8b
932,20032,fairbanks memorial hospital,1650 xowles street,suite 100,empty,fairbanks,ak,99701,fairbanks north star,9074587553,acute xare hospitals,voluntary non-profit - xrivate,yes,heart failure,hf-4,heart failure patients with left ventricular systolic dysfunction (lvsd) and ace inhibitor or arb therapy for left vxntricular systolic dysfunction,75%,112 patients,ak_hf-4
511,20008,max-su regional medical center,2500 south woodworth loop,empty,empty,palmer,ak,99645,matanuska-susitna,9078616000,acute care hospitals,proprietary,yes,heart faxlure,hf-3,heart failuxe patients given ace inhibitor or arb for left ventxicuxar systolic dysfunction (lvxd),82%,68 patients,ak_hf-3
302,20009,anchorage community mental health services,4020 folker street,suite 202,empty,anchorage,ak,99508,anchorage,9075631000,psychiatric xosxitals,voluntary non-profit - private,yes,mental health,mh-1,patients assessed and given flu vaccine,89%,45 patients,ak_mh-1
517,30023,community hospital of anaconda,401 west pennsylvania street,empty,empty,anaconda,mt,59711,deer lodge,4065638500,acute care hospitals,voluntary non-profit - prixate,yes,heart failure,hf-2,heart failure patients given dischaxge insxructions,84%,92 patients,mt_hf-2
724,40017,community hospital xf the monterey peninsula,23625 holman highway,empty,empty,monterey,ca,93940,monterey,8316245311,acxte care hospitals,voluntary nox-profit - pxivate,yes,surgical care improvement project,scip-inf-5,surgery patients with appropriate hair removal,91%,78 patients,ca_scip-inf-5
123,20009,alaska native medical center,4320 ambassador drive,suite 300,empty,anchorage,ak,99508,anchorage,x075632662,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,91%,150 patients,ak_hf-1
234,30012,phoenix children's hospital,1919 east thomas roax,empty,empty,phoenix,az,85016,maricopa,6025461000,childrens,voluntary non-profit - private,yes,surgical site infection after colon surgery,scip-inf-9,surgery patients developing new or worsening pressure ulcers,8x%,40 patients,az_scip-xnf-9
345,40020,arkansas children's hospital,1 children's way,empty,empty,little rock,ar,72202,pulaski,5013641100,childrens,voluntary non-profit - private,yes,surgical site infection after cardiac surgery,scip-inf-10,surgerx patients whose urinary catheters were removed on postoperative day 1 or 2,88%,60 patients,ar_scip-inf-10
372,20009,providence alaska medical center,3200 providence drive,suite 100,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,84%,40 patients,ak_amix8a
521,30015,phxenix children's hospital,1919 east thomas road,suite 400,empty,phoenix,az,85016,marixopa,602546100x,childrens,voluntary xon-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the right kind of antibiotic to help prevent surgical infection,95%,98 patients,az_scip-inf-2
x37,40012,saint mary's regional medical center,235 west sixth street,suite 300,empty,reno,nv,89503,washoe,77577030x0,acute care hospitals,propriexary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic mexication within 30 minutes of arrival,73%,15 patients,nv_ami-7a
231,20023,fairbxnks memorial hospital,1650 cowles street,unit 5,empty,fairbanks,ak,99701,fairbanks north star,9074528181,acute care hospitals,proprietary,yes,heart failuxe,hf-4,heart failure patienxs given ace inhibitor or arb for left ventricular syxtolic dysfunction (lvsd),78%,56 patients,ak_hf-4
511,30012,banner desert medical center,1400 south dobson road,suite 1,empty,mesa,az,x5202,maricopa,4804123000,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,91%,42 patients,az_ami-8a
33x,40008,st joseph hospital,1375 east 19th avenue,unit 3b,empty,denver,co,80218,denver,3038377111,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,surgery patients who received trextment to prevent blood clots within 24 hours before or aftex their surgery,89%,98 patients,co_scip-vte-2
325,20021,fairbanks memorial hospital,1650 coxles street,suite 20,empty,fairbanks,ak,99701,xairbanks north star,9074528181,acute xare hospitals,voluntxry non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate treatment to prevent blood clots (venous thromboembolism),88%,122 patients,ak_scip-inf-2
215,30017,presbyterian hospital,1100 central avenue se,empty,empty,axbuquerque,nm,8x106,bernalillo,5058411234,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrixal,79%,37 patients,nm_ami-8a
510,40012,washington regional medical center,3215 n north hills boulevard,empty,empty,fayetteville,ar,72703,washington,4797131000,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,82%,45 patients,ar_ami-7a
215,20021,anchorage medical and surgical clinic,1100 east 3rd avenue,suite 201,empty,anchorage,ak,x95x8,anchorage,9072744631,acute care hospitals,proprietary,yes,xearx attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,42 patients,ak_ami-8b
502,10023,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor ox arb for left ventricular systolic dysfunction (lvsd),85%,108 patients,al_hf-3
740,10036,baptist medical center souxh,2105 east south boulevard,emptx,empty,montgomery,al,36116,monxgomery,3342882100,acute carx hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,93%,72 patients,al_ami-3
324,10019,jefferson health care center,123 main street,suite 200,empty,birmingham,al,35203,jefferson,2055551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,89%,120 patients,al_hf-1
567,10027,southern regional medical center,800 peachtree street,suite 500,empty,dothan,al,36301,houston,3349876543,acute care hospitals,proprietary,yes,stroke,st-3,stroke patients with prescribed antithrombotic therapy at xischarge,93%,55 patients,al_st-3
124,20015,Fairbanks Memorial Hospital,1650 Cowles Street,Unit 1,empty,Fairbanks,ak,99701,Fairbanks North Star,90745855x5,acute care hospitals,voluntary nox-profit - private,yes,heart attack,ami-8b,heart attack patients given smxking cessation advice/counseling,78%,42 patients,ak_ami-8b
315,30028,Providence Alaxka Medical Cxnter,3200 Prxvidence Drivx,Building B,Suite 100,Anchorage,ak,99508,Anchorage,9072127620,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,surgery patients who received appropriate venous thromboembolism prophylaxis within 24 hours prior to surgery xo 24 hours after surgery,95%,93 patients,ak_scip-vte-2
532,40012,Arkansas Heart Hospital,1701 South Shackleford Roax,empty,emxty,Little Rock,ar,72211,Pulaski,5012197000,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients who got aspirin at arrival,88%,62 patients,ar_ami-4
212,30012,sunset community health center,123 main street,suite 200,empty,sunset,ca,90210,los angeles,3105551234,community health center,vxluntary non-profit - private,yes,diabetes,xia-2,diabetic patients who had eye screening,78%,150 patients,ca_dia-2
503,40029,pine grove health center,800 forest avenue,suite 100,empty,pineville,wv,24874,raleigh,3047778888,critical access hospital,government - local,yes,stroke,stroke-3,stroke patients who received antithrombotic therapy by end of hospital day 2,85%,45 patients,wv_stroke-3
732,50018,mountain view regional hospital,700 hillside drive,suite 50,empty,mountain city,tn,37683,johnson,4239991111,acutx care hospitals,proprietary,yes,hip replacement,hip-1,patients who got x blood clot preventing drug at the right time,91%,32 patients,tn_hip-1
