row_index,column_index,column_name,clean_value,dirty_value
200,18,sample,60 patients,61 patients
201,1,provider number,20012,20102
201,8,zip code,99503,99502
201,10,phone number,9075551234,9075551243
201,17,score,91%,90%
201,18,sample,120 patients,125 patients
202,1,provider number,30025,30225
202,2,hospital name,sunset valley medical center,sunet valley medical center
202,6,city,sunset valley,sunet valley
202,8,zip code,90210,90201
202,10,phone number,3109876543,3109876541
202,17,score,95%,97%
202,18,sample,45 patients,40 patients
203,1,provider number,10018,10118
203,8,zip code,36116,36115
203,10,phone number,3342882100,3342882101
203,17,score,82%,85%
203,18,sample,35 patients,30 patients
204,1,provider number,10023,10233
204,6,city,centre,centreville
204,8,zip code,35960,35961
204,10,phone number,2569275531,2569275551
204,17,score,77%,72%
204,18,sample,42 patients,40 patients
205,1,provider number,20012,20021
205,8,zip code,99508,99518
205,10,phone number,9075632662,9076532662
205,17,score,78%,80%
205,18,sample,41 patients,45 patients
206,1,provider number,10036,10063
206,8,zip code,36603,36630
206,10,phone number,2514338255,2514332855
206,17,score,94%,92%
206,18,sample,123 patients,120 patients
207,0,index,301,310
207,1,provider number,20045,20054
207,2,hospital name,fairbanks memorial hospital,fairbanks memorial hospitl
207,6,city,fairbanks,fairbank
207,17,score,78%,79%
207,18,sample,120 patients,119 patients
208,0,index,562,572
208,1,provider number,30023,30032
208,6,city,flagstaff,flagstaf
208,17,score,95%,96%
208,18,sample,68 patients,69 patients
209,0,index,725,735
209,1,provider number,40012,40021
209,2,hospital name,sutter auburn faith hospital,sutter auburn faith hospita
209,17,score,94%,93%
209,18,sample,142 patients,141 patients
210,1,provider number,50019,50091
211,1,provider number,60027,60072
212,1,provider number,10025,10052
213,4,address2,empty,suite 102
213,6,city,jasper,jasperr
213,8,zip code,35501,35511
213,10,phone number,2053874000,2053874001
213,17,score,90%,91%
213,18,sample,150 patients,151 patients
213,19,stateavg,al_pn-3b,al_pn-3c
214,8,zip code,35404,35405
214,10,phone number,2055542000,2055542002
214,17,score,95%,96%
214,18,sample,120 patients,121 patients
214,19,stateavg,al_pn-5c,al_pn-5d
215,8,zip code,36116,36117
215,10,phone number,3342882100,3342882101
215,17,score,79%,80%
215,18,sample,45 patients,46 patients
215,19,stateavg,al_ami-8b,al_ami-8c
216,4,address2,empty,unit 103
216,10,phone number,2568453150,2568453100
216,17,score,85%,86%
216,18,sample,63 patients,60 patients
217,4,address2,empty,suite 301
217,8,zip code,35565,35665
217,10,phone number,2054857000,2054857001
217,17,score,72%,70%
217,18,sample,18 patients,20 patients
218,3,address1,4315 diplomac drive,4315 diplomacy drive
218,4,address2,empty,suite 102
218,10,phone number,9075632662,9075632663
218,17,score,75%,73%
218,18,sample,42 patients,40 patients
219,2,hospital name,tuba city regional health care corporation,tuba city regional health care center
219,8,zip code,86045,86048
219,10,phone number,9282832921,9282832922
219,17,score,83%,84%
219,18,sample,68 patients,69 patients
220,2,hospital name,university of arkansas for medical sciences,university of arkansas for medical science
220,8,zip code,72205,72204
220,10,phone number,5016867000,5016867001
220,17,score,88%,82%
220,18,sample,135 patients,133 patients
221,8,zip code,99508,99518
221,10,phone number,9075632532,9075632533
221,17,score,84%,86%
221,18,sample,33 patients,36 patients
222,1,provider number,30021,30221
222,4,address2,empty,unit 202
222,5,address3,empty,suite b
222,8,zip code,85206,85260
222,10,phone number,4809815535,4809815530
222,17,score,88%,85%
222,18,sample,195 patients,200 patients
223,1,provider number,40015,40051
223,4,address2,empty,suite 100
223,5,address3,empty,room a
223,8,zip code,85013,85103
223,10,phone number,6024063000,6024163000
223,17,score,72%,75%
223,18,sample,42 patients,40 patients
224,1,provider number,20032,20332
224,4,address2,suite 200,suite 201
224,5,address3,empty,room c
224,8,zip code,83835,83385
224,10,phone number,2087726601,2087226601
224,17,score,89%,87%
224,18,sample,105 patients,110 patients
225,4,address2,empty,unit 101
225,8,zip code,35010,35012
225,10,phone number,2563297100,2563297105
225,15,measure code,ami-7a,ami-7b
225,17,score,73%,75%
225,18,sample,32 patients,35 patients
226,4,address2,suite 100,suite 101
226,8,zip code,99701,99710
226,10,phone number,9074567890,9074567891
226,15,measure code,hf-1,hf-2
226,17,score,85%,80%
226,18,sample,100 patients,105 patients
227,4,address2,suite 200,suite 201
227,8,zip code,85001,85010
227,10,phone number,6029876543,6029876541
227,15,measure code,stroke-2,stroke-3
227,16,measure name,stroke patients given antithrombotic therapy by the end of hospital day 2,stroke patients given antithrombotic therapy by the end of hospital day 3
227,17,score,78%,80%
227,18,sample,50 patients,55 patients
228,8,zip code,35235,35236
228,10,phone number,2058383000,2058383001
228,17,score,82%,81%
228,18,sample,45 patients,46 patients
229,1,provider number,10022,10020
229,8,zip code,36617,36618
229,10,phone number,2514717000,2514717001
229,17,score,77%,76%
229,18,sample,31 patients,30 patients
230,1,provider number,10014,10015
230,8,zip code,35447,35448
230,10,phone number,2053678111,2053678112
230,17,score,90%,89%
230,18,sample,63 patients,62 patients
231,2,hospital name,fairbanks memorial hospital,fairbank memorial hospital
231,8,zip code,99701,99700
231,10,phone number,9074528181,9074528180
231,17,score,81%,80%
232,8,zip code,99508,99580
232,10,phone number,9075622211,9075622210
232,17,score,90%,91%
233,8,zip code,99701,99700
233,10,phone number,9074585555,9074585554
233,17,score,84%,85%
234,4,address2,empty,suite 200
234,8,zip code,30274,30275
234,10,phone number,7709918000,7709918001
234,15,measure code,pn-5,pn-5a
234,17,score,88%,89%
234,18,sample,95 patients,96 patients
234,19,stateavg,ga_pn-5,ga_pn-6
235,1,provider number,40012,40021
235,2,hospital name,jackson medical center,jacksson medical center
235,8,zip code,36545,36546
235,10,phone number,2512469021,2512469020
235,15,measure code,ami-8a,ami-8b
235,17,score,79%,78%
235,18,sample,40 patients,41 patients
236,1,provider number,20034,20043
236,8,zip code,99501,99502
236,10,phone number,9075551234,9075551235
236,15,measure code,hf-1,hf-2
236,17,score,85%,84%
236,18,sample,120 patients,121 patients
236,19,stateavg,ak_hf-1,ak_hf-2
237,1,provider number,30022,30032
237,8,zip code,80202,80201
237,10,phone number,3039876543,3039876544
237,17,score,91%,92%
237,18,sample,85 patients,86 patients
238,1,provider number,20013,20031
238,8,zip code,99701,99702
238,10,phone number,9074528181,9074528182
238,17,score,85%,84%
238,18,sample,102 patients,101 patients
239,1,provider number,30045,30054
239,8,zip code,87106,87105
239,10,phone number,5058411234,5058411235
239,17,score,77%,76%
239,18,sample,39 patients,38 patients
240,6,city,centre,centr
240,8,zip code,35960,35962
240,10,phone number,2569271800,2569271801
240,17,score,91%,92%
240,18,sample,145 patients,150 patients
241,6,city,fort worth,fort wort
241,8,zip code,76132,76133
241,10,phone number,8173468100,8173468101
241,17,score,84%,85%
241,18,sample,120 patients,125 patients
242,6,city,los angeles,los angele
242,8,zip code,90027,90028
242,10,phone number,3239134411,3239134412
242,17,score,79%,78%
242,18,sample,90 patients,95 patients
243,1,provider number,40009,40090
243,2,hospital name,pineview general hospital,pineview general hospitol
243,8,zip code,71360,71361
243,10,phone number,3184428282,3184428283
243,17,score,95%,96%
243,18,sample,45 patients,46 patients
244,1,provider number,20009,20090
244,2,hospital name,fairbanks memorial hospital,fairbanks memorial hospitol
244,8,zip code,99701,99702
244,10,phone number,9074585555,9074585556
244,17,score,89%,88%
244,18,sample,45 patients,44 patients
245,1,provider number,30021,30210
245,2,hospital name,phoenix children's hospital,phoenix childrens hospital
245,8,zip code,85016,85106
245,10,phone number,6029331000,6029331001
245,17,score,94%,93%
245,18,sample,112 patients,111 patients
246,2,hospital name,alaska general hospital,alaska general hospitall
246,8,zip code,99709,99799
246,10,phone number,9074567890,9074567891
246,17,score,82%,85%
246,18,sample,45 patients,48 patients
247,2,hospital name,birmingham medical center,birmingham medical centerr
247,8,zip code,35233,35232
247,10,phone number,2051234567,2051234568
247,17,score,78%,79%
247,18,sample,92 patients,90 patients
248,2,hospital name,phoenix general hospital,phoenix general hospitall
248,8,zip code,85003,85013
248,10,phone number,6029876543,6029876544
248,17,score,90%,88%
248,18,sample,65 patients,62 patients
249,4,address2,suite 400,suite 40
249,10,phone number,4175551234,4175551235
249,17,score,79%,78%
249,18,sample,45 patients,46 patients
250,4,address2,suite 201,suite 21
250,8,zip code,28801,2801
250,10,phone number,8289995678,8289995679
250,17,score,88%,87%
250,18,sample,65 patients,64 patients
251,4,address2,suite 100,suite 10
251,8,zip code,94086,4086
251,10,phone number,4087778888,4087778889
251,17,score,95%,94%
251,18,sample,32 patients,33 patients
252,1,provider number,10012,10021
252,2,hospital name,saint vincent's east,saint vincents east
252,6,city,birmingham,birimingham
252,14,condition,heart attack,heart attak
252,15,measure code,ami-7a,ami-7b
253,1,provider number,20003,20030
253,15,measure code,scip-inf-1,scip-inf-2
254,8,zip code,62701,62702
254,10,phone number,2175551234,2175551235
255,1,provider number,30012,30021
255,2,hospital name,central valley medical center,centrl valley medical center
255,8,zip code,93702,93722
255,17,score,78%,79%
256,1,provider number,40006,40060
256,8,zip code,85001,85011
256,17,score,93%,94%
257,8,zip code,99701,99702
257,17,score,81%,80%
258,4,address2,empty,suite 101
258,8,zip code,36305,36350
258,10,phone number,3347945000,3347945001
258,17,score,74%,73%
258,18,sample,37 patients,38 patients
259,4,address2,empty,unit 101
259,8,zip code,99645,99654
259,10,phone number,9078616000,9078616001
259,17,score,89%,88%
259,18,sample,19 patients,20 patients
260,8,zip code,36116,36161
260,10,phone number,3342882100,3342882101
260,17,score,84%,83%
260,18,sample,148 patients,147 patients
261,2,hospital name,cullman regional medical center,culmann regional medical center
261,10,phone number,2567372000,2567372001
261,17,score,79%,78%
261,18,sample,33 patients,32 patients
262,10,phone number,2518678061,2518678062
262,17,score,74%,71%
262,18,sample,19 patients,9 patients
263,10,phone number,3342882100,3342882101
263,17,score,79%,80%
263,18,sample,42 patients,41 patients
264,4,address2,empty,unit 101
264,5,address3,empty,suite 200
264,8,zip code,36420,36421
264,10,phone number,3342228466,3342228465
264,17,score,88%,87%
264,18,sample,63 patients,62 patients
264,19,stateavg,al_hf-1,al_hf-2
265,4,address2,empty,suite 100
265,8,zip code,36305,36304
265,10,phone number,3347945000,3347945001
265,17,score,82%,80%
265,18,sample,53 patients,50 patients
265,19,stateavg,al_pn-8,al_pn-7
266,1,provider number,10021,10022
266,4,address2,empty,room 301
266,8,zip code,36116,36115
266,10,phone number,3342882100,3342882101
266,15,measure code,hf-1,hf-2
266,17,score,84%,83%
266,18,sample,117 patients,116 patients
266,19,stateavg,al_hf-1,al_hf-2
267,4,address2,empty,unit 201
267,8,zip code,99508,99507
267,17,score,78%,80%
267,18,sample,45 patients,48 patients
268,4,address2,empty,suite 101
268,8,zip code,35160,35161
268,17,score,89%,87%
268,18,sample,95 patients,98 patients
269,8,zip code,99503,99504
269,17,score,78%,75%
269,18,sample,42 patients,39 patients
270,1,provider number,30018,30118
270,3,address1,1703 n buerkle,1703 n burkle
270,8,zip code,72160,72161
270,10,phone number,8706733511,8706733512
270,17,score,84%,82%
270,18,sample,63 patients,64 patients
271,1,provider number,40034,40043
271,8,zip code,72335,72355
271,10,phone number,8702610000,8702610001
271,17,score,72%,75%
271,18,sample,98 patients,100 patients
272,1,provider number,20002,20022
272,8,zip code,99701,99710
272,10,phone number,9074528181,9074528182
272,17,score,79%,77%
272,18,sample,48 patients,50 patients
273,4,address2,empty,unit 201
273,6,city,demopolis,demoplis
273,8,zip code,36732,36733
273,10,phone number,3342894000,3342894001
273,14,condition,heart attack,heart atack
273,15,measure code,ami-8a,ami-8b
273,17,score,88%,89%
273,18,sample,33 patients,32 patients
273,19,stateavg,al_ami-8a,al_ami-8b
274,4,address2,suite 110,suite 112
274,6,city,birmingham,birmngham
274,8,zip code,35222,35221
274,10,phone number,2058705666,2058705667
274,14,condition,heart failure,heart failur
274,15,measure code,hf-3,hf-2
274,17,score,95%,94%
274,18,sample,120 patients,121 patients
274,19,stateavg,al_hf-3,al_hf-2
275,4,address2,suite 201,suite 202
275,6,city,sheffield,shefield
275,8,zip code,35660,35661
275,10,phone number,2563864556,2563864557
275,14,condition,surgical site infection,surgical site infction
275,15,measure code,scip-inf-4,scip-inf-5
275,17,score,88%,87%
275,18,sample,150 patients,151 patients
275,19,stateavg,al_scip-inf-4,al_scip-inf-5
276,8,zip code,36460,36461
276,10,phone number,2515753111,2515753110
277,8,zip code,49201,49210
277,10,phone number,5177832620,5177832621
278,8,zip code,43130,43131
278,10,phone number,7406878000,7406878001
279,8,zip code,36801,36810
279,10,phone number,3345558899,3345558890
279,17,score,78%,76%
279,18,sample,45 patients,44 patients
280,8,zip code,36116,36115
280,10,phone number,3342724670,3342724671
280,17,score,95%,94%
280,18,sample,123 patients,122 patients
281,8,zip code,99701,99702
281,10,phone number,9074528181,9074528182
281,17,score,88%,87%
281,18,sample,150 patients,149 patients
282,4,address2,empty,unit 201
282,5,address3,empty,suite a
282,8,zip code,36420,36421
282,10,phone number,3342228466,3343228466
282,17,score,73%,71%
282,18,sample,44 patients,42 patients
283,4,address2,suite 100,unit 101
283,8,zip code,99701,99702
283,10,phone number,9074587553,9074587554
283,17,score,75%,78%
283,18,sample,112 patients,122 patients
284,4,address2,empty,building b
284,8,zip code,99645,99646
284,10,phone number,9078616000,9078616001
284,17,score,82%,85%
284,18,sample,68 patients,70 patients
285,3,address1,4020 folker street,402 folker street
286,8,zip code,59711,5971
287,8,zip code,93940,9390
288,1,provider number,20009,20090
288,8,zip code,99508,99509
288,10,phone number,9075632662,9075632663
288,15,measure code,hf-1,hf-2
288,17,score,91%,92%
288,18,sample,150 patients,151 patients
288,19,stateavg,ak_hf-1,ak_hf-2
289,1,provider number,30012,30120
289,8,zip code,85016,85106
289,10,phone number,6025461000,6025461001
289,15,measure code,scip-inf-9,scip-inf-8
289,17,score,85%,86%
289,18,sample,40 patients,41 patients
289,19,stateavg,az_scip-inf-9,az_scip-inf-8
290,1,provider number,40020,40002
290,8,zip code,72202,72220
290,10,phone number,5013641100,5013641101
290,15,measure code,scip-inf-10,scip-inf-01
290,17,score,88%,89%
290,18,sample,60 patients,61 patients
290,19,stateavg,ar_scip-inf-10,ar_scip-inf-01
291,1,provider number,20009,20090
292,1,provider number,30015,30051
292,8,zip code,85016,85106
293,1,provider number,40012,40021
293,8,zip code,89503,89530
294,1,provider number,20023,20033
294,2,hospital name,fairbanks memorial hospital,fairbank memorial hospital
294,8,zip code,99701,99702
294,10,phone number,9074528181,9074528182
294,15,measure code,hf-4,hf-5
294,17,score,78%,79%
294,18,sample,56 patients,57 patients
294,19,stateavg,ak_hf-4,ak_hf-5
295,1,provider number,30012,30021
295,8,zip code,85202,85212
295,10,phone number,4804123000,4804123001
295,15,measure code,ami-8a,ami-8b
295,17,score,91%,92%
295,18,sample,42 patients,43 patients
295,19,stateavg,az_ami-8a,az_ami-8b
296,1,provider number,40008,40080
296,8,zip code,80218,80281
296,10,phone number,3038377111,3038377112
296,15,measure code,scip-vte-2,scip-vte-3
296,17,score,89%,88%
296,18,sample,98 patients,97 patients
296,19,stateavg,co_scip-vte-2,co_scip-vte-3
297,8,zip code,99701,99702
297,17,score,88%,86%
297,18,sample,122 patients,120 patients
297,19,stateavg,ak_scip-inf-2,ak_scip-inf-3
298,7,state,nm,mn
298,8,zip code,87106,87160
298,10,phone number,5058411234,5058141234
298,17,score,79%,77%
298,18,sample,37 patients,35 patients
298,19,stateavg,nm_ami-8a,nm_ami-9a
299,7,state,ar,az
299,8,zip code,72703,72706
299,10,phone number,4797131000,4797131001
299,13,emergency service,yes,no
299,17,score,82%,80%
299,18,sample,45 patients,40 patients
299,19,stateavg,ar_ami-7a,ar_ami-8a
300,17,score,78%,79%
301,17,score,85%,84%
302,17,score,93%,92%
303,1,provider number,10019,10029
303,2,hospital name,jefferson health care center,Jefferson Health Care Center
303,3,address1,123 main street,123 Main St
303,4,address2,suite 200,Suite 200
303,6,city,birmingham,Birminghan
303,8,zip code,35203,35204
303,9,county name,jefferson,Jefferson
303,10,phone number,2055551234,2055551235
303,17,score,89%,88%
303,18,sample,120 patients,121 patients
304,1,provider number,10027,10022
304,2,hospital name,southern regional medical center,Southern Regional Medical Center
304,3,address1,800 peachtree street,800 Peachtree St
304,4,address2,suite 500,Suite 500
304,6,city,dothan,Dothan
304,8,zip code,36301,36303
304,9,county name,houston,Houston
304,10,phone number,3349876543,3349876542
304,17,score,93%,94%
304,18,sample,55 patients,54 patients
305,1,provider number,20015,20025
305,3,address1,1650 Cowles Street,1650 Cowles St
305,6,city,Fairbanks,Fairbank
305,8,zip code,99701,99702
305,10,phone number,9074585555,9074585556
305,17,score,78%,77%
305,18,sample,42 patients,43 patients
306,1,provider number,30028,30082
306,4,address2,Building B,Building C
306,5,address3,Suite 100,Suite 101
306,8,zip code,99508,99507
306,10,phone number,9072127620,9072127621
306,17,score,95%,96%
306,18,sample,93 patients,94 patients
307,1,provider number,40012,40021
307,4,address2,empty,Unit A
307,5,address3,empty,Suite 1
307,8,zip code,72211,72201
307,10,phone number,5012197000,5012197001
307,17,score,88%,80%
307,18,sample,62 patients,60 patients
308,1,provider number,30012,31012
308,4,address2,suite 200,suite 201
308,8,zip code,90210,90211
308,10,phone number,3105551234,3105551235
308,17,score,78%,80%
308,18,sample,150 patients,155 patients
309,8,zip code,24874,2487
309,10,phone number,3047778888,304777888
310,8,zip code,37683,37863
310,10,phone number,4239991111,423999111
311,10,phone number,7709918000,770991800
312,1,provider number,20015,20014
312,4,address2,empty,suite 101
312,5,address3,empty,suite 102
312,8,zip code,99508,99507
312,10,phone number,9075622211,9075622212
312,17,score,79%,78%
312,18,sample,42 patients,40 patients
313,1,provider number,30012,30112
313,4,address2,empty,building 2
313,8,zip code,85351,85361
313,10,phone number,6238324000,6238324001
313,17,score,76%,74%
313,18,sample,35 patients,30 patients
314,1,provider number,20029,20019
314,4,address2,suite 100,suite 101
314,5,address3,empty,suite 102
314,8,zip code,99709,99719
314,10,phone number,9074528181,9074528182
314,17,score,78%,80%
314,18,sample,45 patients,50 patients
315,0,index,552,553
315,1,provider number,30015,30051
315,2,hospital name,flagstaff medical center,flagstaff medicall center
315,3,address1,1200 north beaver street,1201 north beaver street
315,4,address2,empty,suite 200
315,5,address3,empty,suite 201
315,6,city,flagstaff,flagstafff
315,8,zip code,86001,86011
315,9,county name,coconino,coconinoo
315,17,score,85%,86%
315,18,sample,98 patients,99 patients
316,0,index,713,714
316,1,provider number,40010,40001
316,3,address1,4212 north 16th street,4213 north 16th street
316,4,address2,empty,suite 100
316,5,address3,empty,suite 101
316,6,city,phoenix,phhoenix
316,8,zip code,85016,85017
316,9,county name,maricopa,maricoppa
317,0,index,302,303
317,1,provider number,20029,20092
317,2,hospital name,fairbanks memorial hospital,fairbanks memoriall hospital
317,3,address1,1650 cowles street,1651 cowles street
317,4,address2,suite 121,suite 120
317,5,address3,empty,suite 122
317,6,city,fairbanks,fairbankss
317,8,zip code,99701,99702
317,17,score,78%,79%
317,18,sample,40 patients,41 patients
318,2,hospital name,phoenix children's hospital,phoenix childrens hospital
318,10,phone number,6029330000,6029330001
319,10,phone number,6238796100,6238796101
320,10,phone number,9077144404,9077144405
321,2,hospital name,flagstaff medical center,flagstaaf medical center
321,8,zip code,86001,86010
321,17,score,89%,86%
322,6,city,tucson,tuscon
322,8,zip code,85719,85710
322,17,score,85%,82%
323,2,hospital name,central hospital of springfield,central hospital of springfielld
323,8,zip code,62701,62720
323,17,score,84%,82%
324,8,zip code,90210,90201
324,10,phone number,3109876543,3109876542
324,17,score,79%,80%
324,18,sample,45 patients,46 patients
324,19,stateavg,ca_st-6,ca_st-5
325,2,hospital name,mountain view regional medical center,mounatin view regional medical center
325,6,city,mountain city,moutain city
325,8,zip code,37683,37638
325,10,phone number,4235557890,4235557891
325,17,score,91%,90%
325,18,sample,67 patients,68 patients
325,19,stateavg,tn_hip-knee-3,tn_hip-knee-4
326,2,hospital name,northern lights regional health centre,northern lights regional health center
326,8,zip code,85002,85003
326,10,phone number,7807916161,7807916162
326,17,score,78%,77%
326,18,sample,45 patients,44 patients
326,19,stateavg,ab_hf-1,ab_hf-2
327,2,hospital name,royal alexandra hospital,royal alexandria hospital
327,8,zip code,78022,78021
327,10,phone number,7807354111,7807354112
327,17,score,88%,89%
327,18,sample,60 patients,61 patients
328,8,zip code,57012,57021
328,10,phone number,3066558213,3066558214
328,17,score,94%,95%
328,18,sample,35 patients,36 patients
329,2,hospital name,montgomery county health department,montgomery country health department
329,8,zip code,36108,36107
329,10,phone number,3342936400,3342936401
329,17,score,79%,80%
329,18,sample,120 patients,121 patients
330,6,city,cullman,culman
331,6,city,birmingham,birmingha
332,6,city,fairbanks,fairbank
333,1,provider number,10038,10039
333,2,hospital name,flowers hospital,flowrs hospital
333,3,address1,4370 west main street,4370 west main st
333,4,address2,empty,suite 200
333,8,zip code,36305,36035
333,9,county name,houston,houstn
333,10,phone number,3347935000,3347935001
333,15,measure code,pn-3b,pn-3c
333,16,measure name,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,pneumonia patients initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
333,17,score,91%,92%
333,18,sample,210 patients,215 patients
333,19,stateavg,al_pn-3b,al_pn-3c
334,1,provider number,10024,10014
334,2,hospital name,choctaw general hospital,choctaw general hospitl
334,3,address1,401 vanity fair avenue,401 vanity avenue
334,8,zip code,36904,36940
334,10,phone number,2054594011,2054594012
334,15,measure code,ami-8a,ami-8b
334,17,score,83%,84%
334,18,sample,42 patients,43 patients
334,19,stateavg,al_ami-8a,al_ami-8b
335,1,provider number,20001,20010
335,2,hospital name,alaska general hospital,alaska general hospitl
335,3,address1,123 main street,123 main st
335,4,address2,suite 100,suite 101
335,8,zip code,99501,99510
335,10,phone number,9075551234,9075551235
335,15,measure code,hf-1,hf-2
335,17,score,85%,86%
335,18,sample,150 patients,155 patients
335,19,stateavg,ak_hf-1,ak_hf-2
336,1,provider number,30012,30112
336,2,hospital name,mountain view medical center,Mountain View Medical Center
336,3,address1,800 oak street,800 Oak St
336,4,address2,suite 200,Suite 201
336,5,address3,empty,nan
336,6,city,denver,Denver
336,8,zip code,80210,80211
336,9,county name,denver,Denver
336,10,phone number,3039876543,3039876544
336,15,measure code,st-1,st-2
336,16,measure name,stroke patients assessed for rehabilitation,Stroke Patients Assessed for Rehab
336,17,score,78%,77%
336,18,sample,90 patients,91 patients
336,19,stateavg,co_st-1,co_st-2
337,1,provider number,20010,20110
337,2,hospital name,Fairbanks Memorial Hospital,Fairbanks Memorial Hosp
337,3,address1,1650 Cowles Street,165 Cowles St
337,4,address2,Suite 207,Suite 207B
337,5,address3,empty,nan
337,8,zip code,99701,99702
337,10,phone number,9074585555,9074585556
337,15,measure code,hf-4,hf-5
337,16,measure name,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),Heart Failure Patients Given ACE Inhibitor
337,17,score,82%,81%
337,18,sample,125 patients,120 patients
337,19,stateavg,ak_hf-4,ak_hf-5
338,1,provider number,10025,10052
338,2,hospital name,St. Vincent's East,St. Vincent's East Hospital
338,3,address1,50 Medical Park East Drive,50 Med Park East Dr
338,4,address2,empty,Unit 1
338,5,address3,empty,nan
338,8,zip code,35235,35255
338,10,phone number,2058383000,2058383001
338,15,measure code,hf-3,hf-2
338,16,measure name,heart failure patients given discharge instructions,HF Patients Given Discharge Instructions
338,17,score,95%,96%
338,18,sample,112 patients,110 patients
338,19,stateavg,al_hf-3,al_hf-2
339,4,address2,empty,unit 201
339,8,zip code,36426,36425
339,10,phone number,2518098280,2518098281
339,17,score,78%,77%
339,18,sample,43 patients,44 patients
340,1,provider number,10012,10013
340,8,zip code,91763,91764
340,10,phone number,9096255411,9096255410
340,17,score,95%,94%
340,18,sample,120 patients,121 patients
341,4,address2,empty,unit 101
341,7,state,in,ia
341,8,zip code,46321,46322
341,10,phone number,2198361600,2198361601
341,17,score,88%,89%
341,18,sample,150 patients,151 patients
341,19,stateavg,in_scip-inf-2,ia_scip-inf-2
342,4,address2,empty,unit 201
342,6,city,quincy,qunicy
342,8,zip code,62301,62305
342,10,phone number,2172238400,2172338400
342,17,score,79%,81%
342,18,sample,35 patients,33 patients
343,4,address2,empty,suite 101
343,8,zip code,99701,99703
343,17,score,82%,85%
343,18,sample,40 patients,42 patients
344,4,address2,empty,apt 302
344,8,zip code,85202,85212
344,14,condition,heart attack,heart attach
344,17,score,74%,72%
344,18,sample,48 patients,45 patients
345,4,address2,empty,suite 101
345,8,zip code,72032,72033
345,10,phone number,5015852000,5015852001
345,17,score,88%,89%
345,18,sample,58 patients,59 patients
346,6,city,sunnyvale,sunyvale
346,8,zip code,94086,94085
346,10,phone number,4085551234,4085551235
346,17,score,95%,94%
346,18,sample,150 patients,149 patients
347,4,address2,suite 201,suite 202
347,8,zip code,90001,90002
347,10,phone number,3109876543,3109876544
347,17,score,88%,87%
347,18,sample,80 patients,81 patients
348,2,hospital name,mountain view community hospital,moutain view community hospital
348,6,city,mountain view,moutain view
348,10,phone number,6502223333,6502223334
348,17,score,91%,92%
349,8,zip code,99801,99081
349,17,score,89%,88%
350,8,zip code,80210,80201
350,10,phone number,3039876543,3039876542
350,17,score,94%,95%
351,8,zip code,36116,36115
351,10,phone number,3342882100,3342882101
351,17,score,91%,90%
351,18,sample,120 patients,121 patients
352,8,zip code,99508,99509
352,10,phone number,9075622211,9075622212
352,17,score,79%,80%
352,18,sample,45 patients,46 patients
353,8,zip code,99701,99702
353,10,phone number,9074528181,9074528182
353,17,score,78%,77%
353,18,sample,42 patients,43 patients
354,1,provider number,30012,30021
354,4,address2,empty,building 7
354,5,address3,empty,suite 105
354,8,zip code,85364,85306
354,10,phone number,9283442000,9283421000
354,17,score,88%,85%
354,18,sample,123 patients,120 patients
355,1,provider number,20024,20042
355,4,address2,suite 206,unit 206
355,5,address3,empty,suite 3A
355,8,zip code,99701,99702
355,10,phone number,9074528181,9074528111
355,17,score,79%,77%
355,18,sample,35 patients,30 patients
356,1,provider number,30014,30041
356,4,address2,empty,suite 15
356,5,address3,empty,room 102
356,8,zip code,86001,86011
356,10,phone number,9287732113,9287731211
356,17,score,88%,85%
356,18,sample,42 patients,40 patients
357,1,provider number,40009,40090
357,8,zip code,86001,86011
357,10,phone number,9287732011,9287732012
357,17,score,93%,94%
358,1,provider number,20009,20090
358,8,zip code,99669,99659
358,10,phone number,9077144404,9077144405
358,17,score,78%,80%
359,1,provider number,10018,10081
359,8,zip code,35233,35232
359,10,phone number,2059344011,2059344012
359,17,score,84%,85%
360,4,address2,empty,suite 200
360,10,phone number,2518678061,2518678062
360,17,score,90%,91%
360,18,sample,58 patients,60 patients
361,4,address2,empty,suite 100
361,10,phone number,3347938701,3347938702
361,17,score,79%,80%
361,18,sample,45 patients,50 patients
362,4,address2,empty,suite 300
362,10,phone number,9078616000,9078616001
362,17,score,77%,76%
362,18,sample,18 patients,20 patients
363,8,zip code,99701,99710
363,10,phone number,9074528181,9074528180
363,17,score,89%,88%
363,18,sample,105 patients,106 patients
364,8,zip code,36426,36420
364,10,phone number,2518678061,2518678062
364,17,score,74%,75%
364,18,sample,42 patients,41 patients
365,8,zip code,99508,99580
365,10,phone number,9075632662,9075632663
365,17,score,88%,87%
365,18,sample,67 patients,66 patients
365,19,stateavg,ak_pn-4,ak_pn-5
366,1,provider number,40012,40021
366,2,hospital name,sunset hospital,sunet hospital
366,3,address1,1234 main street,1234 main st
366,8,zip code,90210,90201
366,10,phone number,3105551234,3105551235
366,17,score,84%,82%
366,18,sample,95 patients,90 patients
367,1,provider number,30025,30205
367,2,hospital name,pinecrest medical center,pincrest medical center
367,3,address1,800 oak avenue,800 oak ave
367,8,zip code,28208,28280
367,10,phone number,7049876543,7049876540
367,17,score,79%,75%
367,18,sample,42 patients,40 patients
368,1,provider number,10022,10032
