index,provider number,hospital name,address1,address2,address3,city,state,zip code,county name,phone number,hospital type,hospital owner,emergency service,condition,measure code,measure name,score,sample,stateavg
354,10015,pickens county medical center,241 robert k wilson drive,empty,empty,carrollton,al,35448,pickens,2053678112,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who received appropriate hair removal,89%,62 patients,al_scip-inf-1
302,20021,fairbank memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99700,fairbanks north star,9074528180,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,42 patients,ak_ami-8b
127,20010,providence alaska medical center,3200 providence drive,empty,empty,anchorage,ak,99580,anchorage,9075622210,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7b,heart attack patients given aspirin at arrival,91%,50 patients,ak_ami-7b
321,20033,fairbanks memorial hospital,1650 cowles street,suite 301,empty,fairbanks,ak,99700,fairbanks north star,9074585554,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,110 patients,ak_hf-1
555,30020,southern regional medical center,11 upper riverdale road s w,suite 200,empty,riverdale,ga,30275,clayton,7709918001,acute care hospitals,proprietary,yes,pneumonia,pn-5a,pneumonia patients assessed and given oxygen,89%,96 patients,ga_pn-6
777,40021,jacksson medical center,220 hospital drive,empty,empty,jackson,al,36546,clarke,2512469020,acute care hospitals,government - local,yes,heart attack,ami-8b,heart attack patients given pci within 90 minutes of arrival,78%,41 patients,al_ami-8a
321,20043,anchorage general hospital,123 main street,suite 100,empty,anchorage,ak,99502,anchorage,9075551235,acute care hospitals,proprietary,yes,heart failure,hf-2,heart failure patients given discharge instructions,84%,121 patients,ak_hf-2
555,30032,mountain view hospital,500 peak avenue,suite 201,empty,denver,co,80201,denver,3039876544,acute care hospitals,voluntary non-profit - private,yes,stroke,st-1,stroke patients assessed for rehabilitation,92%,86 patients,co_st-1
332,20031,fairbanks memorial hospital,1650 cowles street,suite 23,empty,fairbanks,ak,99702,fairbanks north star,9074528182,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,84%,101 patients,ak_hf-1
502,30054,presbyterian healthcare services,1100 central avenue se,suite 23,empty,albuquerque,nm,87105,bernalillo,5058411235,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,76%,38 patients,nm_ami-8a
721,10036,cherokee medical center,400 northwood drive,suite 102,empty,centr,al,35962,cherokee,2569271801,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,92%,150 patients,al_scip-inf-1
123,20011,north ridge medical center,7500 oakmont boulevard,suite 100,empty,fort wort,tx,76133,tarrant,8173468101,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given discharge instructions,85%,125 patients,tx_hf-3
456,30025,sunset medical center,4300 sunset boulevard,suite 300,empty,los angele,ca,90028,los angeles,3239134412,acute care hospitals,voluntary non-profit - private,yes,stroke,st-3,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,78%,95 patients,ca_st-3
789,40090,pineview general hospitol,610 main street,unit 500,empty,pineville,la,71361,rapides,3184428283,acute care hospitals,government - local,yes,hip replacement,hip-knee-3,patients who had hip replacement surgery and received prophylactic antibiotic(s) for 24 hours,96%,46 patients,la_hip-knee-3
357,20090,fairbanks memorial hospitol,1650 cowles street,suite 2,empty,fairbanks,ak,99702,fairbanks north star,9074585556,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,88%,44 patients,ak_ami-8b
512,30210,phoenix childrens hospital,1919 east thomas road,suite 212,empty,phoenix,az,85106,maricopa,6029331001,childrens,voluntary non-profit - private,yes,pneumonia,pn-5a,pneumonia patients given oxygenation assessment,93%,111 patients,az_pn-5a
103,20029,alaska general hospitall,1896 university avenue,suite 1,empty,fairbanks,ak,99799,fairbanks north star,9074567891,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,48 patients,ak_amix8b
215,30015,birmingham medical centerr,700 18th street south,suite 101,empty,birmingham,al,35232,jefferson,2051234568,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,90 patients,al_hf-3
322,40021,phoenix general hospitall,123 main street,suite 500,empty,phoenix,az,85013,maricopa,6029876544,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate hair removal,88%,62 patients,az_scip-inf-2
123,20032,st. john's regional medical center,123 main street,suite 40,building A,springfield,mo,65802,greene,4175551235,acute care hospitals,voluntary non-profit - private,yes,stroke,st-2,stroke patients who received recommended treatment to prevent blood clots,78%,46 patients,mo_st-2
555,30021,mountain view hospital,500 hillside avenue,suite 21,tower B,asheville,nc,2801,buncombe,8289995679,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given discharge instructions,87%,64 patients,nc_hf-4
789,40017,sunnyvale medical center,700 sunny days road,suite 10,west wing,sunnyvale,ca,4086,santa clara,4087778889,acute care hospitals,government - local,yes,hip replacement,hipr-1,hip replacement patients whose pain was well controlled,94%,33 patients,ca_hipr-1
221,10021,saint vincents east,50 medical park east drive,empty,empty,birimingham,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,heart attak,ami-7b,heart attack patients given fibrinolytic medication within 30 minutes of arrival,82%,40 patients,al_ami-7a
532,20030,barrow regional medical center,316 n broad street,empty,empty,winder,ga,30680,barrow,7708673400,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,120 patients,ga_scip-inf-1
123,20029,northwest general medical center,789 pine street,suite 201,empty,springfield,il,62702,sangamon,2175551235,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given discharge instructions,85%,120 patients,il_hf-1
567,30021,centrl valley medical center,432 elm avenue,suite 100,empty,fresno,ca,93722,fresno,5599876543,acute care hospitals,voluntary non-profit - private,yes,stroke,st-2,stroke patients with dysphagia screening,79%,45 patients,ca_st-2
312,40060,sunset community hospital,123 sunset boulevard,suite 300,empty,phoenix,az,85011,maricopa,6027894321,acute care hospitals,government - local,yes,hip replacement,hip-6,hip replacement patients assessed for functional status,94%,80 patients,az_hip-6
432,20022,fairbanks memorial hospital,1650 cowles street,suite 5,empty,fairbanks,ak,99702,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,45 patients,ak_ami-8b
786,10039,flowers hospital,4370 west main street,suite 101,empty,dothan,al,36350,houston,3347945001,acute care hospitals,proprietary,yes,heart attack,ami-4a,heart attack patients given ace inhibitor or arb at discharge,73%,38 patients,al_ami-4a
239,20010,mat-su regional medical center,2500 south woodworth loop,unit 101,empty,palmer,ak,99654,matanuska-susitna,9078616001,acute care hospitals,proprietary,yes,heart attack,ami-10,heart attack patients given beta blocker at arrival,88%,20 patients,ak_ami-10
321,10012,baptist medical center south,2105 east south boulevard,suite 405,empty,montgomery,al,36161,montgomery,3342882101,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),83%,147 patients,al_hf-1
555,10025,culmann regional medical center,1912 alabama highway 157,empty,empty,cullman,al,35058,cullman,2567372001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,32 patients,al_ami-8a
779,10038,d w mcmillan memorial hospital,1301 belleville avenue,empty,empty,brewton,al,36426,escambia,2518678062,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,71%,9 patients,al_ami-7a
432,10021,baptist medical center south,2105 east south boulevard,suite 101,empty,montgomery,al,36116,montgomery,3342882101,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,80%,41 patients,al_amix8a
578,10025,andalusia regional hospital,849 south three notch street,unit 101,suite 200,andalusia,al,36421,covington,3342228465,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),87%,62 patients,al_hf-2
721,10036,flowers hospital,4370 west main street,suite 100,empty,dothan,al,36304,houston,3347945001,acute care hospitals,proprietary,yes,pneumonia,pn-8,pneumonia patients assessed and given smoking cessation advice/counseling,80%,50 patients,al_pn-7
323,10022,baptist medical center south,2105 east south boulevard,room 301,empty,montgomery,al,36115,montgomery,3342882101,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),83%,116 patients,al_hf-2
555,20032,providence alaska medical center,3200 providence drive,unit 201,empty,anchorage,ak,99507,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,48 patients,ak_ami-5
712,10035,citizens baptist medical center,604 stone avenue,suite 101,empty,talladega,al,35161,talladega,2563628111,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients assessed and given oxygen,87%,98 patients,al_pn-4
325,20029,anchorage medical and surgical clinic,321 e northern lights blvd,suite 100,empty,anchorage,ak,99504,anchorage,9075632366,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,39 patients,ak_amix8b
502,30118,baptist health medical center-stuttgart,1703 n burkle,empty,empty,stuttgart,ar,72161,arkansas,8706733512,acute care hospitals,voluntary non-profit - church,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),82%,64 patients,ar_pn-6
712,40043,baptist memorial hospital - forrest city,1601 new castle road,empty,empty,forrest city,ar,72355,st francis,8702610001,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,100 patients,ar_hf-1
293,20022,fairbanks memorial hospital,1650 cowles street,suite 20,empty,fairbanks,ak,99710,fairbanks north star,9074528182,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),77%,50 patients,ak_hf-1
509,10022,bryan w whitfield memorial hospital,105 highway 80 east,unit 201,empty,demoplis,al,36733,marengo,3342894001,acute care hospitals,government - local,yes,heart atack,ami-8b,heart attack patients given pci within 90 minutes of arrival,89%,32 patients,al_ami-8b
123,20034,pine ridge health and rehabilitation,500 cottage hill road,suite 112,empty,birmngham,al,35221,jefferson,2058705667,acute care hospitals,voluntary non-profit - private,yes,heart failur,hf-2,heart failure patients given discharge instructions,94%,121 patients,al_hf-2
456,10019,helen keller memorial hospital,1300 south montgomery avenue,suite 202,empty,shefield,al,35661,colbert,2563864557,acute care hospitals,government - hospital district or authority,yes,surgical site infction,scip-inf-5,surgery patients who received appropriate hair removal,87%,151 patients,al_scip-inf-5
789,10043,monroe county hospital,2016 south alabama avenue,suite 101,empty,monroeville,al,36461,monroe,2515753110,acute care hospitals,government - local,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),74%,42 patients,al_ami-8b
324,30012,st. john's regional medical center,900 east michigan avenue,suite 100,empty,jackson,mi,49210,jackson,5177832621,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,84%,112 patients,mi_hf-3
521,40023,fairfield medical center,401 north ewing street,empty,empty,lancaster,oh,43131,fairfield,7406878001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,79%,48 patients,oh_ami-8a
234,20033,northwest medical center,3211 waverly parkway,suite 3a,empty,opelika,al,36810,lee,3345558890,acute care hospitals,proprietary,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),76%,44 patients,al_hf-1
511,10021,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36115,montgomery,3342724671,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given aspirin at arrival,94%,122 patients,al_ami-8b
315,20023,fairbanks memorial hospital,1650 cowles street,empty,empty,fairbanks,ak,99702,fairbanks north star,9074528182,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the right kind of antibiotic to prevent infection,87%,149 patients,ak_scip-inf-2
522,10026,andalusia regional hospital,849 south three notch street,unit 201,suite a,andalusia,al,36421,covington,3343228466,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction,71%,42 patients,al_ami-8b
932,20032,fairbanks memorial hospital,1650 cowles street,unit 101,empty,fairbanks,ak,99702,fairbanks north star,9074587554,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients with left ventricular systolic dysfunction (lvsd) and ace inhibitor or arb therapy for left ventricular systolic dysfunction,78%,122 patients,ak_hf-4
511,20008,mat-su regional medical center,2500 south woodworth loop,building b,empty,palmer,ak,99646,matanuska-susitna,9078616001,acute care hospitals,proprietary,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,70 patients,ak_hf-3
302,20009,anchorage community mental health services,402 folker street,suite 202,empty,anchorage,ak,99508,anchorage,9075631000,psychiatric hospitals,voluntary non-profit - private,yes,mental health,mh-1,patients assessed and given flu vaccine,89%,45 patients,ak_mh-1
517,30023,community hospital of anaconda,401 west pennsylvania street,empty,empty,anaconda,mt,5971,deer lodge,4065638500,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,84%,92 patients,mt_hf-2
724,40017,community hospital of the monterey peninsula,23625 holman highway,empty,empty,monterey,ca,9390,monterey,8316245311,acute care hospitals,voluntary non-profit - private,yes,surgical care improvement project,scip-inf-5,surgery patients with appropriate hair removal,91%,78 patients,ca_scip-inf-5
123,20090,alaska native medical center,4320 ambassador drive,suite 300,empty,anchorage,ak,99509,anchorage,9075632663,acute care hospitals,government - federal,yes,heart failure,hf-2,heart failure patients given discharge instructions,92%,151 patients,ak_hf-2
234,30120,phoenix children's hospital,1919 east thomas road,empty,empty,phoenix,az,85106,maricopa,6025461001,childrens,voluntary non-profit - private,yes,surgical site infection after colon surgery,scip-inf-8,surgery patients developing new or worsening pressure ulcers,86%,41 patients,az_scip-inf-8
345,40002,arkansas children's hospital,1 children's way,empty,empty,little rock,ar,72220,pulaski,5013641101,childrens,voluntary non-profit - private,yes,surgical site infection after cardiac surgery,scip-inf-01,surgery patients whose urinary catheters were removed on postoperative day 1 or 2,89%,61 patients,ar_scip-inf-01
372,20090,providence alaska medical center,3200 providence drive,suite 100,empty,anchorage,ak,99508,anchorage,9075622211,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,84%,40 patients,ak_amix8a
521,30051,phoenix children's hospital,1919 east thomas road,suite 400,empty,phoenix,az,85106,maricopa,6025461000,childrens,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the right kind of antibiotic to help prevent surgical infection,95%,98 patients,az_scip-inf-2
937,40021,saint mary's regional medical center,235 west sixth street,suite 300,empty,reno,nv,89530,washoe,7757703000,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,73%,15 patients,nv_ami-7a
231,20033,fairbank memorial hospital,1650 cowles street,unit 5,empty,fairbanks,ak,99702,fairbanks north star,9074528182,acute care hospitals,proprietary,yes,heart failure,hf-5,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,57 patients,ak_hf-5
511,30021,banner desert medical center,1400 south dobson road,suite 1,empty,mesa,az,85212,maricopa,4804123001,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given pci within 90 minutes of arrival,92%,43 patients,az_ami-8b
335,40080,st joseph hospital,1375 east 19th avenue,unit 3b,empty,denver,co,80281,denver,3038377112,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-3,surgery patients who received treatment to prevent blood clots within 24 hours before or after their surgery,88%,97 patients,co_scip-vte-3
325,20021,fairbanks memorial hospital,1650 cowles street,suite 20,empty,fairbanks,ak,99702,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-2,surgery patients who received appropriate treatment to prevent blood clots (venous thromboembolism),86%,120 patients,ak_scip-inf-3
215,30017,presbyterian hospital,1100 central avenue se,empty,empty,albuquerque,mn,87160,bernalillo,5058141234,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,35 patients,nm_ami-9a
510,40012,washington regional medical center,3215 n north hills boulevard,empty,empty,fayetteville,az,72706,washington,4797131001,acute care hospitals,voluntary non-profit - other,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,80%,40 patients,ar_ami-8a
215,20021,anchorage medical and surgical clinic,1100 east 3rd avenue,suite 201,empty,anchorage,ak,99508,anchorage,9072744631,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,42 patients,ak_ami-8b
502,10023,lakeland community hospital,42024 highway 195,empty,empty,haleyville,al,35565,winston,2054865213,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),84%,108 patients,al_hf-3
740,10036,baptist medical center south,2105 east south boulevard,empty,empty,montgomery,al,36116,montgomery,3342882100,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,92%,72 patients,al_ami-3
324,10029,Jefferson Health Care Center,123 Main St,Suite 200,empty,Birminghan,al,35204,Jefferson,2055551235,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given discharge instructions,88%,121 patients,al_hf-1
567,10022,Southern Regional Medical Center,800 Peachtree St,Suite 500,empty,Dothan,al,36303,Houston,3349876542,acute care hospitals,proprietary,yes,stroke,st-3,stroke patients with prescribed antithrombotic therapy at discharge,94%,54 patients,al_st-3
124,20025,Fairbanks Memorial Hospital,1650 Cowles St,Unit 1,empty,Fairbank,ak,99702,Fairbanks North Star,9074585556,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8b,heart attack patients given smoking cessation advice/counseling,77%,43 patients,ak_ami-8b
315,30082,Providence Alaska Medical Center,3200 Providence Drive,Building C,Suite 101,Anchorage,ak,99507,Anchorage,9072127621,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-vte-2,surgery patients who received appropriate venous thromboembolism prophylaxis within 24 hours prior to surgery to 24 hours after surgery,96%,94 patients,ak_scip-vte-2
532,40021,Arkansas Heart Hospital,1701 South Shackleford Road,Unit A,Suite 1,Little Rock,ar,72201,Pulaski,5012197001,acute care hospitals,proprietary,yes,heart attack,ami-4,heart attack patients who got aspirin at arrival,80%,60 patients,ar_ami-4
212,31012,sunset community health center,123 main street,suite 201,empty,sunset,ca,90211,los angeles,3105551235,community health center,voluntary non-profit - private,yes,diabetes,dia-2,diabetic patients who had eye screening,80%,155 patients,ca_dia-2
503,40029,pine grove health center,800 forest avenue,suite 100,empty,pineville,wv,2487,raleigh,304777888,critical access hospital,government - local,yes,stroke,stroke-3,stroke patients who received antithrombotic therapy by end of hospital day 2,85%,45 patients,wv_stroke-3
732,50018,mountain view regional hospital,700 hillside drive,suite 50,empty,mountain city,tn,37863,johnson,423999111,acute care hospitals,proprietary,yes,hip replacement,hip-1,patients who got a blood clot preventing drug at the right time,91%,32 patients,tn_hip-1
234,10088,southern regional medical center,11 upper riverdale road sw,suite 109,empty,riverdale,ga,30274,clayton,770991800,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),85%,127 patients,ga_hf-4
789,20014,providence alaska medical center,3200 providence drive,suite 101,suite 102,anchorage,ak,99507,anchorage,9075622212,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,78%,40 patients,ak_ami-8a
506,30112,banner boswell medical center,10401 west thunderbird boulevard,building 2,empty,sun city,az,85361,maricopa,6238324001,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,74%,30 patients,az_ami-7a
345,20019,fairbanks community hospital,123 birchwood drive,suite 101,suite 102,fairbanks,ak,99719,fairbanks north star,9074528182,acute care hospitals,proprietary,yes,heart attack,ami-8b,heart attack patients given pci within 120 minutes of arrival,80%,50 patients,ak_amix8b
553,30051,flagstaff medicall center,1201 north beaver street,suite 200,suite 201,flagstafff,az,86011,coconinoo,9287793366,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),86%,99 patients,az_hf-1
714,40001,phoenix indian medical center,4213 north 16th street,suite 100,suite 101,phhoenix,az,85017,maricoppa,6022631200,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,33 patients,az_ami-7a
303,20092,fairbanks memoriall hospital,1651 cowles street,suite 120,suite 122,fairbankss,ak,99702,fairbanks north star,9074528181,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-8b,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),79%,41 patients,ak_ami-8b
507,30015,phoenix childrens hospital,1919 east thomas road,suite 800,empty,phoenix,az,85016,maricopa,6029330001,childrens,voluntary non-profit - private,yes,pneumonia,pn-5,pneumonia 30-day readmission rate,85%,92 patients,az_pn-5
718,40031,john c lincoln deer valley hospital,19829 north 27th avenue,empty,empty,phoenix,az,85027,maricopa,6238796101,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,94%,65 patients,az_ami-3
320,20009,central peninsula general hospital,250 hospital place,suite 3,empty,soldotna,ak,99669,kenai peninsula,9077144405,acute care hospitals,proprietary,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,78%,45 patients,ak_ami-7a
532,30014,flagstaaf medical center,1200 north beaver street,empty,empty,flagstaff,az,86010,coconino,9287793366,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,86%,112 patients,az_scip-inf-1
721,40005,saint mary's hospital,700 south park street,empty,empty,tuscon,az,85710,pima,5208723000,acute care hospitals,proprietary,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),82%,145 patients,az_pn-6
127,30012,central hospital of springfielld,123 main street,suite 200,empty,springfield,il,62720,sangamon,2175551234,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,82%,120 patients,il_hf-2
532,40025,sunset healthcare center,789 sunrise avenue,building C,room 102,sunset,ca,90201,los angeles,3109876542,skilled nursing facility,government - local,no,stroke,st-6,stroke patients with atrial fibrillation/flutter prescribed anticoagulant therapy at discharge,80%,46 patients,ca_st-5
743,50031,mounatin view regional medical center,450 scenic drive,suite 500,empty,moutain city,tn,37638,johnson,4235557891,acute care hospitals,proprietary,yes,hip replacement,hip-knee-3,patients who had to go to the emergency room after being discharged from the hospital,90%,68 patients,tn_hip-knee-4
112,20035,northern lights regional health center,7 hospital street,suite 300,empty,fort mcmurray,ab,85003,wood buffalo,7807916162,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),77%,44 patients,ab_hf-2
278,30012,royal alexandria hospital,10240 kingsway avenue nw,suite 500,empty,edmonton,ab,78021,edmonton,7807354112,acute care hospitals,government - local,yes,heart attack,ami-4,heart attack patients given ace inhibitor or arb at discharge,89%,61 patients,ab_ami-4
543,40025,saskatoon city hospital,701 queen street,suite 100,empty,saskatoon,sk,57021,saskatoon,3066558214,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-3,heart failure patients given discharge instructions,95%,36 patients,sk_hf-3
246,10014,montgomery country health department,3060 mobile highway,suite 150,empty,montgomery,al,36107,montgomery,3342936401,government - local,government - local,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),80%,121 patients,al_hf-3
512,10022,cullman regional medical center,1912 alabama highway 157,empty,empty,culman,al,35058,cullman,2567372000,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,72%,48 patients,al_ami-7a
741,10036,st vincents east,50 medical park east drive,empty,empty,birmingha,al,35235,jefferson,2058383000,acute care hospitals,voluntary non-profit - church,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,85%,180 patients,al_scip-inf-1
432,20012,fairbanks memorial hospital,1650 cowles street,suite 15,empty,fairbank,ak,99701,fairbanks north star,9074528181,acute care hospitals,government - local,yes,heart failure,hf-1,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),78%,48 patients,ak_hf-1
777,10039,flowrs hospital,4370 west main st,suite 200,empty,dothan,al,36035,houstn,3347935001,acute care hospitals,proprietary,yes,pneumonia,pn-3c,pneumonia patients initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,92%,215 patients,al_pn-3c
523,10014,choctaw general hospitl,401 vanity avenue,empty,empty,butler,al,36940,choctaw,2054594012,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8b,heart attack patients given pci within 90 minutes of arrival,84%,43 patients,al_ami-8b
302,20010,alaska general hospitl,123 main st,suite 101,empty,anchorage,ak,99510,anchorage,9075551235,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given discharge instructions,86%,155 patients,ak_hf-2
521,30112,Mountain View Medical Center,800 Oak St,Suite 201,N/A,Denver,co,80211,Denver,3039876544,acute care hospitals,government - local,yes,stroke,st-2,Stroke Patients Assessed for Rehab,77%,91 patients,co_st-2
302,20110,Fairbanks Memorial Hosp,165 Cowles St,Suite 207B,N/A,Fairbanks,ak,99702,Fairbanks North Star,9074585556,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-5,Heart Failure Patients Given ACE Inhibitor,81%,120 patients,ak_hf-5
524,10052,St. Vincent's East Hospital,50 Med Park East Dr,Unit 1,N/A,Birmingham,al,35255,Jefferson,2058383001,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,HF Patients Given Discharge Instructions,96%,110 patients,al_hf-2
743,10036,D W Mcmillan Memorial Hospital,1301 Belleville Avenue,unit 201,empty,Brewton,al,36425,Escambia,2518098281,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,77%,44 patients,al_ami-8a
235,10013,montclair hospital medical center,5000 san bernardino street,suite 116,empty,montclair,ca,91764,san bernardino,9096255410,acute care hospitals,proprietary,yes,heart attack,ami-3,heart attack patients given aspirin at arrival,94%,121 patients,ca_ami-3
